,US 1,US 2,US 3,US 4,US 5
239,0.025729921,0.072439455,0.07441642,0.094646313,0.035028135
240,0.028855159,0.069436805,0.085207606,0.095707484,0.033284249
241,0.029119728,0.053498707,0.069680739,0.09678668,0.035599722
242,0.027709756,0.057739186,0.068559195,0.091912607,0.037051306
243,0.027685941,0.066703772,0.074069713,0.092165471,0.035882128
244,0.028667082,0.064974783,0.073932469,0.093068212,0.035883686
245,0.028331671,0.063191106,0.071775418,0.091629293,0.040513064
246,0.02691168,0.063730357,0.072262644,0.091175743,0.037726911
247,0.02660637,0.06722228,0.074553644,0.090642675,0.034026425
248,0.026166271,0.068502536,0.076884717,0.09299304,0.036090691
249,0.027716028,0.06835265,0.080471275,0.092560616,0.033359657
250,0.028128546,0.065751601,0.074415097,0.094407733,0.032238337
251,0.026921083,0.067725716,0.077222885,0.095362051,0.035228369
252,0.027986864,0.07182007,0.082018313,0.094700374,0.035450969
253,0.029719066,0.068886246,0.077653642,0.096278467,0.031806139
254,0.028961741,0.056341094,0.077291172,0.097245817,0.03642043
255,0.027502247,0.067306197,0.073914743,0.09651766,0.037399763
256,0.026902895,0.073169147,0.079456772,0.099374384,0.031966849
257,0.027119194,0.071637175,0.079509958,0.101217148,0.037114235
258,0.027289088,0.064965351,0.085782814,0.099117168,0.035492572
259,0.027405696,0.074789718,0.075338986,0.099590604,0.032903537
260,0.027055249,0.071257248,0.087096755,0.09754715,0.03313342
261,0.026961837,0.069104013,0.077739662,0.09772049,0.032987792
262,0.027773707,0.066415294,0.082371585,0.096303928,0.035050497
263,0.025996987,0.068025508,0.076767175,0.096087099,0.038117507
264,0.027571831,0.071788004,0.081534374,0.09702092,0.033018478
265,0.027362432,0.071684311,0.080228313,0.097171269,0.033545863
266,0.028425081,0.068400722,0.085686951,0.097832325,0.034823215
267,0.030018731,0.067423092,0.078310277,0.097699987,0.035161799
268,0.027557413,0.06898522,0.076489422,0.097563302,0.039421377
269,0.027571835,0.072020873,0.085206955,0.097355795,0.036148417
270,0.026887229,0.076067143,0.082676921,0.099123999,0.033650392
271,0.026610756,0.071637167,0.086276607,0.098865546,0.035709457
272,0.028430097,0.073849797,0.085899699,0.097085526,0.032803161
273,0.027558668,0.073438767,0.0824274,0.099854028,0.034222507
274,0.027223261,0.072754326,0.08253772,0.099793134,0.035198717
275,0.026937384,0.073904476,0.085213514,0.09832377,0.035856123
276,0.027149914,0.075523177,0.084534553,0.096674853,0.034311439
277,0.025786971,0.076295288,0.083460294,0.09851824,0.036891636
278,0.027602557,0.076839245,0.087446738,0.098144217,0.032353797
279,0.027248347,0.074980159,0.083145108,0.09853626,0.034238627
280,0.026476586,0.075872932,0.088448768,0.098904067,0.037251537
281,0.030124057,0.075217732,0.085434145,0.098295816,0.031675069
282,0.027542992,0.075749442,0.082994079,0.099573828,0.036539526
283,0.027887803,0.07631603,0.090048992,0.098188943,0.03685939
284,0.027550516,0.07825808,0.082114844,0.098613919,0.033245246
285,0.027366204,0.075921016,0.088702887,0.099425325,0.035282456
286,0.027105404,0.075110262,0.083799119,0.098900965,0.034242782
287,0.027949876,0.075642912,0.087076398,0.098966813,0.033059044
288,0.028411293,0.076782687,0.083248855,0.098841935,0.037770076
289,0.026802595,0.075113081,0.086631194,0.100760499,0.033567707
290,0.028297821,0.079889988,0.088201222,0.097897559,0.036042319
291,0.028339822,0.074768035,0.089060762,0.096697212,0.039180581
292,0.02757246,0.075343128,0.088712743,0.098533143,0.039714719
293,0.028070244,0.076120891,0.086214883,0.100474082,0.037793478
294,0.028123535,0.07786685,0.086916837,0.100427487,0.038466487
295,0.028127915,0.077211641,0.088517711,0.098497735,0.034800851
296,0.027802539,0.077404915,0.086122311,0.099844085,0.034825812
297,0.028043918,0.078273184,0.087705464,0.097681355,0.036179103
298,0.028565521,0.079757057,0.087632573,0.099649001,0.034579287
299,0.027973068,0.081701937,0.089200623,0.098359185,0.035138913
300,0.029909024,0.080049312,0.090012227,0.100477807,0.036950405
301,0.029347922,0.081657633,0.089345081,0.101507301,0.037936508
302,0.027844545,0.07763399,0.089801444,0.099306657,0.037278068
303,0.02852352,0.08303405,0.088448766,0.099575682,0.03942086
304,0.028127282,0.076956153,0.089972837,0.099909944,0.038470645
305,0.027494092,0.078600309,0.088766576,0.100187039,0.034850773
306,0.02700698,0.077272915,0.08754852,0.099721067,0.035912299
307,0.028380567,0.077235205,0.089008227,0.099165003,0.037077834
308,0.028223847,0.077353995,0.088341084,0.099041369,0.034810211
309,0.02846521,0.075671198,0.088132275,0.100342363,0.037608324
310,0.029430679,0.079502515,0.08970689,0.099573818,0.037540713
311,0.029558571,0.079552483,0.089498075,0.101901817,0.031074881
312,0.028137952,0.080593267,0.09607101,0.104073878,0.035161793
313,0.02875422,0.079553426,0.088260319,0.103045003,0.037126714
314,0.028356119,0.076836421,0.089515812,0.102830668,0.035388041
315,0.02854357,0.080969427,0.092387282,0.100963672,0.038774895
316,0.02769095,0.080910041,0.089535507,0.101717918,0.036687238
317,0.028552982,0.077368134,0.090238109,0.102548591,0.033449121
318,0.029323472,0.08193103,0.092454918,0.100661713,0.038684399
319,0.028111618,0.079285684,0.093520637,0.100964907,0.036340332
320,0.028034508,0.079434622,0.090792969,0.099803081,0.035340185
321,0.029314064,0.075474153,0.088111915,0.101120225,0.037340478
322,0.02883322,0.079136732,0.08954142,0.101197266,0.03813675
323,0.028204406,0.079941839,0.093421489,0.100444257,0.03746738
324,0.029009383,0.080914757,0.092026135,0.099797486,0.038677646
325,0.028694662,0.081308825,0.091752312,0.102925095,0.035371396
326,0.028800612,0.079508176,0.093420831,0.101538983,0.036688281
327,0.028714724,0.082280791,0.091872478,0.102013038,0.035633522
328,0.029059534,0.078341051,0.090622242,0.101118987,0.038233476
329,0.030242539,0.080396249,0.090357613,0.102120519,0.035580473
330,0.029220026,0.078458901,0.094333551,0.102812019,0.034725441
331,0.027986862,0.078975515,0.092378091,0.103420274,0.034140844
332,0.028231367,0.079839077,0.091387222,0.105079759,0.038109172
333,0.027660853,0.075800338,0.090016816,0.10268466,0.037558401
334,0.028320385,0.080814816,0.090924288,0.100621951,0.039311123
335,0.029589916,0.081563356,0.094258689,0.100617603,0.038590271
336,0.027373726,0.079776849,0.094423515,0.101860816,0.039734998
337,0.028321008,0.075909708,0.090427879,0.10108792,0.03561324
338,0.029065804,0.076535688,0.088213037,0.100911471,0.036219157
339,0.030508991,0.079761776,0.093812844,0.102314974,0.039653862
340,0.029884574,0.08193103,0.097786811,0.103370566,0.035297019
341,0.028485261,0.079904121,0.095256129,0.105945849,0.035884728
342,0.029488985,0.081333324,0.093828603,0.102938771,0.037193811
343,0.027800668,0.080016301,0.09386472,0.106553468,0.038117508
344,0.027220131,0.078095934,0.090075265,0.105031295,0.03840408
345,0.029586784,0.079333762,0.091630181,0.10351533,0.036110449
346,0.0300971,0.077969595,0.095977782,0.103938432,0.036121897
347,0.029180531,0.080821411,0.096625218,0.106704442,0.035080141
348,0.030183615,0.084194575,0.096030312,0.108100504,0.036417309
349,0.028319756,0.083377202,0.096757205,0.107386014,0.034441462
350,0.029297138,0.085936757,0.099022603,0.109323835,0.038336459
351,0.028843868,0.081556773,0.094333561,0.106874686,0.035529504
352,0.029056396,0.08048203,0.094888419,0.108431653,0.037668139
353,0.029103417,0.082563614,0.095872063,0.108062604,0.038625635
354,0.028655792,0.078999097,0.095793266,0.109451823,0.041110127
355,0.028682755,0.078366506,0.096137337,0.108879605,0.038716651
356,0.028576801,0.076923153,0.091246049,0.106414922,0.03848989
357,0.027818842,0.079133901,0.093917244,0.109557443,0.036700237
358,0.029031956,0.077680189,0.091749686,0.108017865,0.037636418
359,0.029700255,0.081692508,0.095725626,0.107970652,0.036269081
360,0.028789958,0.079891876,0.096471569,0.111418848,0.042141482
361,0.02903634,0.079999343,0.095591019,0.109052949,0.036693481
362,0.028838859,0.080025736,0.093927754,0.109282827,0.037454899
363,0.028326666,0.07867667,0.095686887,0.110567054,0.038758782
364,0.02807212,0.079850385,0.093051145,0.107603469,0.035040614
365,0.028815029,0.080327428,0.093202826,0.107176631,0.037925068
366,0.028620684,0.081133463,0.096300184,0.10841736,0.039181618
367,0.029428168,0.079193293,0.095749263,0.107565566,0.033942687
368,0.029961685,0.081621803,0.096135364,0.108505586,0.037103313
369,0.028801865,0.078869933,0.099071855,0.109784211,0.036743405
370,0.029236962,0.07966937,0.094995452,0.109811553,0.036597258
371,0.028541692,0.074858541,0.094042666,0.107055482,0.03672
372,0.028884627,0.077823485,0.09288436,0.106013561,0.036532248
373,0.028685885,0.073759297,0.095620564,0.106378879,0.035136836
374,0.028233866,0.079542112,0.092637464,0.107241244,0.038798833
375,0.02878055,0.079075452,0.094887104,0.105998652,0.036591023
376,0.02890281,0.080103994,0.094722292,0.104590793,0.040488621
377,0.029241348,0.077238042,0.095273861,0.105596672,0.034977685
378,0.029406228,0.07762928,0.095438024,0.106667788,0.036462555
379,0.029189935,0.078128925,0.096600926,0.108919367,0.038605354
380,0.028769898,0.077777287,0.094281025,0.106595722,0.039854101
381,0.028287163,0.075662715,0.093491091,0.104240385,0.034580326
382,0.027951131,0.074631346,0.093219894,0.106337262,0.037598447
383,0.02908461,0.075620275,0.092313081,0.106557205,0.038730176
384,0.030842516,0.080261426,0.092353791,0.10426896,0.038603267
385,0.028464584,0.075589161,0.098677213,0.10770474,0.037597925
386,0.031008651,0.08070641,0.095464287,0.107902924,0.036343454
387,0.02889341,0.077732031,0.095004642,0.107818436,0.037156887
388,0.028647018,0.078217551,0.096679063,0.109945133,0.041848665
389,0.028462069,0.074309873,0.092503507,0.107985559,0.03641991
390,0.029385529,0.076457448,0.091709638,0.108769018,0.037750312
391,0.028401261,0.076612056,0.096916108,0.110153889,0.040710701
392,0.028415678,0.074387174,0.093896229,0.107822161,0.037643694
393,0.027957399,0.074172226,0.092283533,0.106063885,0.038941851
394,0.02803827,0.073359573,0.091005063,0.105671228,0.038373911
395,0.029479581,0.07423067,0.087966803,0.104686474,0.037755509
396,0.030833113,0.077067404,0.094464888,0.105543231,0.036021516
397,0.028319133,0.07918104,0.095688849,0.108139641,0.039477032
398,0.028846373,0.078088399,0.094715716,0.106618087,0.03439673
399,0.029021292,0.074693571,0.09621548,0.109648771,0.037111635
400,0.029198712,0.076414071,0.094422852,0.108805674,0.035512861
401,0.02778499,0.075575019,0.093176563,0.104456592,0.038682326
402,0.030566037,0.077370967,0.094005901,0.104864168,0.035639768
403,0.029167989,0.077633993,0.09627589,0.107399055,0.035468132
404,0.028393742,0.077086244,0.095694766,0.10731456,0.035435883
405,0.028484019,0.074507831,0.094311221,0.107100829,0.035147754
406,0.028865816,0.070162723,0.089927519,0.107597251,0.038734856
407,0.030974797,0.074098705,0.090664262,0.107234413,0.035806193
408,0.029117217,0.076575283,0.09561531,0.108415506,0.03606624
409,0.02890092,0.073614121,0.098417185,0.109999181,0.036496884
410,0.028425088,0.074285354,0.091853437,0.109802852,0.036445392
411,0.028813781,0.074731269,0.093910028,0.111148577,0.035518583
412,0.029209368,0.075157397,0.093825979,0.109358006,0.035575268
413,0.030208693,0.070612398,0.092667008,0.105713479,0.036421467
414,0.028530409,0.07857673,0.094015745,0.108163871,0.037830927
415,0.028371795,0.069840296,0.091090425,0.10752145,0.036439672
416,0.031818016,0.074898139,0.092500229,0.105973799,0.03828913
417,0.029219401,0.074637938,0.095642242,0.10823594,0.035532626
418,0.0282765,0.076719525,0.093393253,0.108320441,0.036602983
419,0.030099606,0.072767522,0.093112208,0.107172283,0.033389823
420,0.029113456,0.073278498,0.09508343,0.109599689,0.036587897
421,0.030912737,0.070220224,0.092161397,0.107611542,0.036256598
422,0.029813732,0.073640516,0.090896714,0.106582671,0.038623035
423,0.028169295,0.077337971,0.096600922,0.10817692,0.034408695
424,0.029300899,0.06910401,0.091452891,0.106143418,0.035363593
425,0.031145325,0.071106405,0.089160567,0.105437625,0.035162833
426,0.030713362,0.076248152,0.09655562,0.106902637,0.037501191
427,0.031262557,0.079741967,0.100220964,0.107477336,0.038059771
428,0.030857567,0.076272671,0.101287342,0.109797885,0.037415893
429,0.030942826,0.074985811,0.098213626,0.108954159,0.038735896
430,0.031143436,0.077348333,0.095673102,0.10933999,0.039106723
431,0.031870055,0.074304209,0.103016922,0.109056678,0.036627947
432,0.032878774,0.076513063,0.09906922,0.107897952,0.03755528
433,0.033290667,0.078668175,0.098088866,0.109020016,0.037897499
434,0.034238591,0.076098258,0.102353065,0.111190831,0.038005161
