,US 1,US 2,US 3,US 4,US 5
372,0.027749874,0.077421297,0.083657275,0.100331945,0.036377646
373,0.028620673,0.074896609,0.087527495,0.101372609,0.035818015
374,0.03003314,0.07733645,0.084298813,0.100865006,0.033280993
375,0.028910314,0.078607262,0.088132919,0.102993578,0.032654794
376,0.028842603,0.079381264,0.087662111,0.102799732,0.028722867
377,0.028828188,0.078495071,0.087861068,0.102080889,0.031906371
378,0.027619471,0.076716119,0.089010185,0.102736364,0.03262723
379,0.027789368,0.073985926,0.087209683,0.101065076,0.03479655
380,0.028011927,0.073369368,0.08414516,0.099796375,0.0329164
381,0.029139145,0.077324187,0.085427567,0.1010427,0.036214856
382,0.029202469,0.079801728,0.087432945,0.101991422,0.034848561
383,0.027803154,0.074777831,0.088140145,0.10215296,0.03108462
384,0.028836338,0.074908874,0.08442029,0.099416764,0.034954137
385,0.02859748,0.077850239,0.085514247,0.098548196,0.033484863
386,0.029537875,0.077957708,0.088613578,0.103218485,0.035514802
387,0.029322205,0.078542215,0.088339761,0.102387183,0.035368135
388,0.028502817,0.079725364,0.091605225,0.102298349,0.0329138
389,0.028768634,0.079347325,0.087522249,0.099143402,0.034765864
390,0.027823226,0.081721156,0.08961692,0.099772772,0.033089592
391,0.029250736,0.078472455,0.087711358,0.099729273,0.032019235
392,0.028370524,0.077569307,0.085185938,0.100841406,0.033098955
393,0.028178689,0.076280573,0.085963386,0.101060722,0.032567418
394,0.029487091,0.078216964,0.083782696,0.096003979,0.031664012
395,0.029782372,0.077580618,0.090907214,0.100696021,0.029479088
396,0.028756725,0.077674894,0.086885313,0.101911898,0.032322972
397,0.028605004,0.079012648,0.088830269,0.09989144,0.031898571
398,0.029295254,0.079892226,0.085700075,0.099632352,0.032019754
399,0.029362954,0.076890535,0.088709446,0.100003273,0.034974418
400,0.028180569,0.076319222,0.08552016,0.101978375,0.034701891
401,0.028245772,0.079641459,0.08617351,0.100573628,0.03372359
402,0.028115367,0.074837223,0.086631845,0.099669637,0.034537539
403,0.029048234,0.076866959,0.08517542,0.101433503,0.032423871
404,0.02926014,0.078158523,0.088662823,0.101453379,0.035106006
405,0.029078961,0.07580259,0.088624084,0.100858803,0.033865048
406,0.029493359,0.076021303,0.088882142,0.101621752,0.032912766
407,0.028714715,0.081128177,0.089188792,0.103200464,0.034448086
408,0.029330352,0.07831972,0.092014956,0.106193252,0.032453518
409,0.028062714,0.080407921,0.090869122,0.106603307,0.033588884
410,0.029019398,0.078716623,0.089591314,0.107353213,0.033968031
411,0.027984968,0.078302751,0.086625934,0.106046009,0.034849594
412,0.027227014,0.075480176,0.089412048,0.107067416,0.033583688
413,0.028797468,0.079292643,0.086177455,0.105873911,0.034348227
414,0.026659644,0.07813872,0.087224785,0.106220588,0.033975319
415,0.029651977,0.078042556,0.087467749,0.105165631,0.033621132
416,0.028964857,0.081502449,0.089505293,0.105670746,0.034478254
417,0.028588074,0.076842443,0.088974729,0.10855977,0.035927236
418,0.028337301,0.078901405,0.087218218,0.10534829,0.034909924
419,0.028974267,0.076526623,0.088175605,0.106422517,0.032561174
420,0.029354177,0.079086188,0.086868238,0.106211893,0.034165156
421,0.028519115,0.078753399,0.093702518,0.105644658,0.03416619
422,0.028159886,0.077292139,0.087575435,0.10540545,0.036311582
423,0.028591212,0.076548303,0.089704911,0.105130837,0.037443312
424,0.02710351,0.077813466,0.086411879,0.104896609,0.031577157
425,0.028589957,0.078449824,0.088862439,0.104576641,0.034883405
426,0.028462684,0.078430032,0.089809312,0.103613632,0.03729145
427,0.029597428,0.079673522,0.090610413,0.105347045,0.033086996
428,0.028636341,0.07731287,0.089230817,0.103718628,0.032437911
429,0.029314687,0.080939631,0.092340655,0.105813019,0.033654936
430,0.027329825,0.076797193,0.091364234,0.106533104,0.034776787
431,0.028868312,0.077763506,0.091015565,0.105964614,0.030293039
432,0.028260191,0.079328482,0.090089042,0.105939771,0.033534272
433,0.027670263,0.073374069,0.094448461,0.107496736,0.034741412
434,0.028455166,0.079858298,0.088104028,0.105676337,0.03248732
435,0.027589384,0.078977775,0.091112734,0.10541228,0.034932292
436,0.027888418,0.073623905,0.089125099,0.105703671,0.034346145
