1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.1
14.0,0.1
15.0,0.1
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,5.3
29.0,5.3
30.0,5.3
31.0,5.4
32.0,5.4
33.0,5.4
34.0,5.6
35.0,5.6
36.0,5.6
37.0,5.1
38.0,5.1
39.0,5.1
40.0,5.5
41.0,5.5
42.0,5.5
43.0,5.4
44.0,5.4
45.0,5.4
46.0,5.4
47.0,5.4
48.0,5.4
49.0,5.5
50.0,5.5
51.0,5.5
52.0,5.6
53.0,5.6
54.0,5.6
55.0,5.6
56.0,5.6
57.0,5.6
58.0,5.9
59.0,5.9
60.0,5.9
61.0,5.3
62.0,5.3
63.0,5.3
64.0,6.0
65.0,6.0
66.0,6.0
67.0,5.5
68.0,5.5
69.0,5.5
70.0,5.3
71.0,5.3
72.0,5.3
73.0,5.6
74.0,5.6
75.0,5.6
76.0,5.5
77.0,5.5
78.0,5.5
79.0,5.3
80.0,5.3
81.0,5.3
82.0,6.0
83.0,6.0
84.0,6.0
85.0,5.4
86.0,5.4
87.0,5.4
88.0,5.1
89.0,5.1
90.0,5.1
91.0,5.3
92.0,5.3
93.0,5.3
94.0,5.5
95.0,5.5
96.0,5.5
97.0,5.3
98.0,5.3
99.0,5.3
100.0,5.1
101.0,5.1
102.0,5.1
103.0,5.3
104.0,5.3
105.0,5.3
106.0,4.4
107.0,4.4
108.0,4.4
109.0,3.7
110.0,3.7
111.0,3.7
112.0,3.9
113.0,3.9
114.0,3.9
115.0,4.5
116.0,4.5
117.0,4.5
118.0,4.8
119.0,4.8
120.0,4.8
121.0,5.3
122.0,5.3
123.0,5.3
124.0,5.3
125.0,5.3
126.0,5.3
127.0,4.3
128.0,4.3
129.0,4.3
130.0,4.1
131.0,4.1
132.0,4.1
133.0,4.4
134.0,4.4
